userName,score,at,content
Rama Doank,5,2022-09-28 10:53:56,Keren banget nih aplikasinya
Drajat Suryo Hananto,5,2022-09-28 09:34:53,Keren
Angga Nugraha,5,2022-09-28 09:28:48,Ok
heri guntoro,5,2022-09-28 09:22:25,Aplikasi yg ok...
Chris Doulos,5,2022-09-28 09:11:50,Lima dulu kalo jelek dikurangi
Rachmat Wardhana,5,2022-09-28 09:00:50,Mantap nih aplikasinya bisa mendeteksi data nama orangnya
BONAVENTURA ADE,5,2022-09-28 08:25:08,Topp
Roni Roni,1,2022-09-28 07:51:43,Tidak bagus
Andi Tri,5,2022-09-28 07:39:23,Sangat membantu
Rully Alistyawan,5,2022-09-28 07:10:15,Terimakasih sekali
DAVID DAFO,1,2022-09-28 06:47:36,Aplikasi tidak berguna buang buang kuota saja sangat sangat tidak berguna
Danny Widjaja,5,2022-09-28 06:01:12,Sangat membantu
Ernando77 Nw,5,2022-09-28 04:19:36,Mantap
Maya Sari,5,2022-09-28 04:17:29,Sukaaa bgttt
Riri Khairiyah,5,2022-09-28 04:09:55,ngebantuin sekaliii
M Fajar Sanjaya,5,2022-09-28 03:50:53,"Sangat terbantu, karena bikin berdering terus"
Abdul 992,5,2022-09-28 03:37:38,Kerja bagus...
Puji Arrohman,5,2022-09-28 02:10:39,Oke
Tito Apriansyah,5,2022-09-28 02:05:20,Good
Haryansa Yansa,5,2022-09-28 00:48:55,mantap
Herudin Ningsih,1,2022-09-28 00:07:03,Aplikasi apaan ini ... Masak iya location nya smua kok dikalimantan..🤔🤔🤔
NUR AMILA LALA,5,2022-09-28 00:02:49,Terimakasih telah membantu😊🙏🏻
Andy Kris,5,2022-09-27 21:58:11,joss konyos2
M Faruq Hidayatullah,1,2022-09-27 21:30:42,Useless.
Dahzan 89,5,2022-09-27 14:08:31,Mantap
Mulyadi 12,1,2022-09-27 13:24:24,Tidak seperti yang saya bayangkan
Hendra Piliang,5,2022-09-27 13:04:32,"Udah lama pakai true caller, sangat membantu dari PINJOL dan SALES KARTU KREDIT...."
Ahmad Edwar,5,2022-09-27 12:27:26,Mantap banget
Hendri Saputra,5,2022-09-27 11:13:45,Bagus aplikasi nya
Tens Thea,4,2022-09-27 10:59:48,Jadi tahu yg anonim.. bagus buat jaga2
Nasrullah Jamaludin,5,2022-09-27 10:40:15,Good
andi denansa,5,2022-09-27 10:36:59,Rekomendasi
Helmi Hilmansyah,5,2022-09-27 10:13:02,Good 👍
Erwin K,5,2022-09-27 09:38:05,Mantap trims
Fahmi Anugrah,5,2022-09-27 09:36:18,Ok
Siti Fatimah,5,2022-09-27 09:34:07,tooppp 👍👍👍👍
Asep Suryana,5,2022-09-27 08:48:00,Mantap
Ghozal Mohamed,5,2022-09-27 08:24:53,Keren sumpah ini aplikasi gw rekomended
Muhammad Zidni,5,2022-09-27 07:43:20,Bagus
Nanang Fauzan,5,2022-09-27 07:01:24,Bagus
Khazu Ryan,5,2022-09-27 04:29:59,Mantap lanjutkan
Mirda Abi,5,2022-09-27 04:29:36,Bagus banget sangat membantu
Vitha Ganis,5,2022-09-27 04:28:34,Sangat membantu
Agus Ridwan,5,2022-09-27 04:25:19,Saat bagus
Helmi Usman Ifa,5,2022-09-27 04:16:35,Akurat hasilnya mkasih Truecaller 👍👍👍👍👌
Jaka Purbaya,4,2022-09-27 04:09:17,Gud
kursus iai jakarta,5,2022-09-27 03:07:51,Good app. Thank you
Wito Rio,5,2022-09-27 03:04:37,"Sangat recomend buat yang sering di teror nomer yg di kenal,terima kasih truecaller"
Roy Lengkoan,5,2022-09-27 01:25:00,Mantap
Osa Taneo,4,2022-09-26 16:41:56,Baru mau coba
Jono Joni,5,2022-09-26 16:05:39,Oke
Misnan Deni,5,2022-09-26 14:43:19,Dicoba
Syaifa Lovita,5,2022-09-26 14:42:13,Keren
Irma Susanti,5,2022-09-26 11:51:59,Baik
Dennys Casanova Irawan,5,2022-09-26 11:44:08,Lumayan membantu.mengatasi telp spam
Dans gaming,5,2022-09-26 11:04:15,ok
Welly abdulmanan35,4,2022-09-26 11:01:08,Sangat baik
Cut Chusnul,5,2022-09-26 10:56:02,Kenapa di hp saya aplikasi ini berbahaya ya? Disitu ditulis virus tinggi di apk ini Padahal apk ini bgus bngt.. krna takut makanya di uninstall deh😭 Tolong dibantu perbaiki ya🙏🙏
Fvndy Said,5,2022-09-26 10:44:51,Bagus...
ilham agus saura,5,2022-09-26 10:31:58,Rekomen lah
Roni Arsa,5,2022-09-26 10:20:21,Sangat membantu
Hafilda Zaeni,5,2022-09-26 10:03:05,Cukup membantu
Antok Dwi Cahyono,5,2022-09-26 09:33:39,Sangat bermanfaat
perpus 78jkt,4,2022-09-26 07:44:32,Sangat membantu
Oman Saepurohman,5,2022-09-26 07:30:45,Mantul bos
Abdul Badar,5,2022-09-26 06:46:15,Membantu saat full data
DWI AS,5,2022-09-26 06:10:36,Ok
hadi bahtiar,5,2022-09-26 06:04:09,App bagus
Bambang Aja,4,2022-09-26 05:40:25,Mantap
Bintang Bintangpn,5,2022-09-26 04:45:58,Bagusssss pkok nya
Karjan Listanto,5,2022-09-26 04:40:36,Ok ok bos jossss
Furqon 123,5,2022-09-26 04:15:58,Good
Rahmat Desta,5,2022-09-26 03:53:26,Oke
Widya Ningrum,5,2022-09-26 03:35:28,Terima kasih
ney_ nanay10,5,2022-09-26 03:05:41,👍👍👍
Ira Rahayu,5,2022-09-26 01:24:56,Mantap untuk ngeblokir nomor tidak dikenal. Sangat rekomended
Samsudin Samsudin,5,2022-09-25 20:18:27,Keren
achmad jauhari,5,2022-09-25 17:00:56,Bagus
Whong Shuwong,5,2022-09-25 15:25:04,Langsung bintang 5
fredi susanto,5,2022-09-25 15:08:42,Mantap
SUU Limited edition,2,2022-09-25 15:07:36,"aplikasi hoak,masak setiap mencari lokasi arahnya ke kalimantan"
I wayan Yusa (Apion),5,2022-09-25 13:16:19,Terima kasih
bimbim marley,5,2022-09-25 12:09:36,Gak nyesel instal aplikasi truecaller karna keren.
ubay dillah,5,2022-09-25 11:24:13,Mantap.
Win Kurniawan,5,2022-09-25 10:18:23,Bagus
arie bagus,5,2022-09-25 07:51:27,Terimakasih truecaller sudah membantu gangguan pada nomor saya 😁😁🙏🙏
Cefins Putra,5,2022-09-25 07:21:33,Ok
Yanto Daeli,5,2022-09-25 05:46:22,Mantap
Baitulah Nur,5,2022-09-25 05:02:42,👍👍 kereenn merasa punya asisten..
Milla Sepia,4,2022-09-25 04:45:26,Bagus
Fannia Umari,4,2022-09-25 04:06:12,"Bagus app nya, ngebantu bgt buat gua tau setiap ada no.asing masuk... next mungkin bisa lbh dioptimalkan lagi biar iklan nya nggk terlalu panjang dan banyak."
gina amalia,5,2022-09-25 03:20:05,mantap
Channa Auranti,5,2022-09-25 01:47:22,Apk bgus sangat membantu
Titok Usmantoro,5,2022-09-25 00:47:07,Good
Dennie Hambali,5,2022-09-24 22:27:48,Bagus
dwi nadia,5,2022-09-24 12:30:07,Keren aplikasinya
Boy Nr,4,2022-09-24 10:12:35,Good aplikasi
Juppe Octa,5,2022-09-24 09:50:19,Mantap
Yasmin Weh,5,2022-09-24 09:12:17,Good
ramto 9,5,2022-09-24 08:46:38,Good
Dwi Febri Rianto,5,2022-09-24 08:16:25,Mantap
Endro Adji,5,2022-09-24 07:51:09,Good
Indra Koswara,5,2022-09-24 07:50:43,Ok
Deking sembiring Depari,5,2022-09-24 05:31:48,App nya mantap aman sangat
Subw Oofer,4,2022-09-24 04:53:11,Trimakasih
Geren Cool,5,2022-09-24 04:38:59,Sangat membantu sekali makasih truecaller
Febrian Dwi,5,2022-09-24 03:59:47,Sipppp
Jank 74,5,2022-09-24 03:55:44,Ol
Allan Mangger,5,2022-09-24 03:37:22,Mantaaappp
دية انداة ساري,5,2022-09-24 03:18:05,Keren
NIKEN,5,2022-09-24 02:31:59,Terbaik
Ridho R,5,2022-09-24 02:20:19,Sangat membantu untuk mengetahui penelpon
Esther Pris,5,2022-09-24 01:34:05,Sangat membantu untuk deteksi jo telpon yg gak jelas
Hadi Julian,5,2022-09-24 01:22:40,Mantap
Moses umboh,5,2022-09-24 00:56:12,Nampak asli nomor telp tidak jelas 🤭
Chom. Didiks,5,2022-09-23 23:06:02,Bermanfaat utk deteksi dini. Terimakasih ada free nya.
Satrio Bimo,1,2022-09-23 14:39:59,Tidak sesuai dengan kenyataan
Ahmad Sobari,5,2022-09-23 10:44:09,Ok
dharma,5,2022-09-23 10:11:19,kerenn👍
Maemunah,2,2022-09-23 10:06:15,Bintang 2 dulu
IVAN SIMON PARULIAN HUTABARAT,5,2022-09-23 10:03:01,Bagus dan bermanfaat
Budi Setiawan,5,2022-09-23 09:49:46,Terimakasih sangat membantu sekali dari nomer2 yg gak di kenal
Supi Jarkasih,5,2022-09-23 09:44:31,Sangat membantu dari gangguan² makhluk astral
permana Mono,5,2022-09-23 09:43:34,Ok dh pokokye👍🏻👍🏻👍🏻
Sugeng Pujakesuma,5,2022-09-23 09:15:36,Lumayan
Agus Ramli,5,2022-09-23 08:34:13,Sangat membantu bisa mengetahui
yudi nicolas,5,2022-09-23 07:26:17,Aplikasi yg sangat membantu saya
Willcheu Van Persie,5,2022-09-23 07:19:34,"Kadang ke blok, kadang ngga"
Badri Yanto,4,2022-09-23 07:04:22,"Dapat membantu identifikasi..cuma karena gratisan , yah ada iklannya"
Puji Kurnia,5,2022-09-23 06:42:27,👍
Isram Nur Ardhinullah,5,2022-09-23 06:39:57,Mamtaaapp
Kimia_ yulianasuriatisepe,5,2022-09-23 06:14:39,Mantap
Qeey C4,5,2022-09-23 04:40:53,Good
Imam Yakub,5,2022-09-23 04:16:21,Bagus
sabar darono sabar,5,2022-09-23 04:08:19,Mantab
Sinta Berliani,5,2022-09-23 03:40:09,app nya bagus
Zeus Irawan,5,2022-09-23 02:31:12,"Ok ini aplikasi, mantap"
Kimkim Bomb,4,2022-09-23 01:41:56,Lumayan membantu
Feri Setiadi,5,2022-09-23 01:28:49,Bagus sy suka
Retno Marviati,5,2022-09-22 22:42:11,Good app
anHar Jahat,5,2022-09-22 17:23:32,Okee
Mariana Wati “Maria” OPPO,5,2022-09-22 16:32:17,Good
Apri Yadi,5,2022-09-22 16:05:03,Terima kasih 😊
Tigor Pandapotan,4,2022-09-22 15:05:45,"Sayang masih belum bisa blokir panggilan via whatsapp, walaupun sdh pake yg premium"
Tl ri Wibowo,5,2022-09-22 14:27:49,Good
Indras Drasin,5,2022-09-22 14:08:32,Sangat membantu agar kita terhindar dari penipuan nomor tlp yg tidak kita kenal
Nabila Azzahra,5,2022-09-22 12:00:01,Ok
Erna Dharma,5,2022-09-22 11:42:48,bagus
Deni Priyadi,5,2022-09-22 10:39:35,Good
Aedye Aeyo,5,2022-09-22 09:26:50,Mantap banget pokoknya is the best
Bambang Setiawan,5,2022-09-22 09:12:01,Mantap
Jefry Bule,5,2022-09-22 08:57:04,👍👍👍👍👍
Dedi Heriyanto,5,2022-09-22 08:32:50,Sangat bermanfaat
Monkey Terbang,1,2022-09-22 08:15:14,Sampah iklan
Valentino Candra,5,2022-09-22 07:07:32,Thankyou memberikan informasi yg berguna
alissya Ashifa,5,2022-09-22 06:41:49,Sangat membantu
Kurnia Muktisarana,5,2022-09-22 05:55:59,Bisa melindungi dari spam dan mengetahui nomor2 yg sering mengganggu
Imran Atute,3,2022-09-22 05:14:38,Baiklkkk
Uki Sabtiaji,5,2022-09-22 03:44:12,Membantu indentifikasi Kontak
Deff Purba,5,2022-09-22 02:20:37,Good ..
Rika Rostika,5,2022-09-22 01:44:10,Mantap
Muhammad Zovi,5,2022-09-22 01:21:01,Aplikasi yg bagus..
Nur Af-idah Bekti Ardiasih,1,2022-09-21 14:17:01,Udah didownload tapi ga bisa diinstall
Sukron Muhdin,5,2022-09-21 13:23:56,Jos
Nurul Aprilianti,5,2022-09-21 13:15:38,Sangat suka 😍
Heri Harapan,5,2022-09-21 13:12:33,Ok
Thoe Yoel,5,2022-09-21 12:40:20,Bagus
The Zy Chanell,4,2022-09-21 10:04:16,Good
Yana Fimansyah,5,2022-09-21 09:22:14,"Bagus, aplikasi nya"
Ade Riswanto,5,2022-09-21 09:04:00,Bagus aplikasi ini
mimi tenfas,5,2022-09-21 09:01:52,Mantap aplikasinya langsung tau siapa yg nelpon
Eben Haezer,5,2022-09-21 08:40:21,Jadi tau siapa orang yg call
Risbon chun,5,2022-09-21 08:12:35,Apl ok buaaaaaaanget
Yunita Indriani,5,2022-09-21 08:02:43,Kerenz...tp namanya serem ya kalau yg nelpon kang tarik motor
Jhon Reno,5,2022-09-21 07:06:30,Saat ini masih bagus
Faizal Amri (BOH),5,2022-09-21 07:05:12,Keren banget sih aplikasi ini
Nadia 06 Faiz J 08,4,2022-09-21 06:57:23,Mantap
Aisyah Hidayat,5,2022-09-21 06:17:20,Aplikasi Mantap
Inggrid Mewengkang,5,2022-09-21 05:39:02,Mantap
Muhammad Risky Habibillah,5,2022-09-21 05:14:32,Ntap
Tommy Nih,5,2022-09-21 04:44:24,Keren
Risnal Enal,5,2022-09-21 04:35:29,Sangat bermanfaat
Lenty Canina Fairuza,3,2022-09-21 04:06:30,Good
Ahmad Syahrial,5,2022-09-21 03:00:50,Mantab
Sampit wak,1,2022-09-21 02:52:48,Kurang puas si.. Di sini yg di lacak malah kita sendiri wkwk
Dondon Try,5,2022-09-21 02:34:36,Simple tapi ampuh ngilangin gangguan tlp ga jelas.. Thx.. Recomend app..
ismail property property nya jogja,5,2022-09-21 02:28:12,mantap
Indo Mart,5,2022-09-21 02:06:32,"Bagus, jadi ga ragu angkat atau skip telp yang masuk, karna udah teridentifikasi siapa yang telp."
Moch Ikang Fauzi,5,2022-09-21 01:32:44,Mantabbb😎
SUNARDI SPd,5,2022-09-21 01:26:45,Membantu sekali dalam mengenali panggilan tidak penting
Kopi Bantaeng,5,2022-09-20 23:49:39,Boleh dicoba
SUGI ATNO,5,2022-09-20 16:40:08,Sangat membantu dari scamer good job truecaller
Abdi Giant,5,2022-09-20 14:36:32,Mantab
Nasrin Tanjung,2,2022-09-20 14:20:58,"Awal nya mmng bagus,,,, dn mantap lah bisa deteksi no yg tdk d kenal, tpi lma kelaman ngk lagi,"
Siti _BONBON94,5,2022-09-20 13:54:53,𝙇𝙊𝙋𝙀 𝙇𝙊𝙋𝙀 𝙎𝙀𝙆𝙀𝘽𝙊𝙉 𝘽𝙐𝘼𝙏 𝘼𝙋𝙆 𝙏𝙍𝙐𝙀𝘾𝘼𝙇𝙇𝙀𝙍 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Nur Hasanah,5,2022-09-20 13:25:48,top
Supardi Pardi,5,2022-09-20 13:14:05,Mantap bos semua aman dari spam
Cahyo Wirmansah,4,2022-09-20 13:08:16,Sangat membantu buat blokir otomatis no yang gak kita kenal
Sumardi Yono,5,2022-09-20 12:19:56,Ok
Ubed Umar,5,2022-09-20 11:42:39,Keren
Wawan Gunawan,5,2022-09-20 10:32:34,Oke banget
Yanti Purnamasari,5,2022-09-20 10:27:59,Hebat
Rubi Raissa,5,2022-09-20 09:50:01,Good trecular bisa tau itu no penipu semua Sgt meng ggu.
Novi Novi,5,2022-09-20 09:41:10,Sangat membantu bila ada tlp msk yg ga jelas
Heri Widajanto (Zaridien panatagama),5,2022-09-20 09:12:42,Ya untuk keamanan dan kenyamanan komunikasi jadi sedini mungkin bisa terproteksi
Mahmuddin Ambo alleng,5,2022-09-20 08:55:25,Bermanfaat dan membantu memblokir nomor tidak di kenal
Kiptiyah 04,5,2022-09-20 08:37:55,Sangat membantu
Bang Kareem,5,2022-09-20 06:34:29,Good
Anom Bayu,5,2022-09-20 06:31:40,Ok.
Penzi Riansyah,4,2022-09-20 04:20:51,👍
Sity Nurima,5,2022-09-20 04:18:05,Mantap
Gilang Maulana,5,2022-09-20 04:16:13,"Cool, bermanfaat"
linda therinatassat,5,2022-09-20 03:51:40,Nice aplication
Farida Falofa,5,2022-09-20 03:51:40,Mantapppp
vera ayu,4,2022-09-20 03:37:35,Sangat membantu
Asma Lambung,5,2022-09-20 03:34:54,Sangat sangat membantu sekali semoga aplikasi Truecaller selalu Jaya diudara dan mempermudah bagi penggunanya terima kasih banyak truecaller
Supri Ystin,5,2022-09-20 02:42:16,Sangat membantu saya dlm berkomukasi trims.
Muhamad Kardi,5,2022-09-20 02:37:03,Ok
wakaf berbagai,4,2022-09-20 02:13:25,Okkkkkkkkkkkkkkk
Yodi Setiawan,5,2022-09-20 02:10:15,Bagus buat blok nomor gk dikenal apalagi penipuan.
Basuki Cahya,5,2022-09-20 01:54:22,Aplikasi mantab
Edy Jogja,5,2022-09-20 01:39:34,👍
Kevin Agung Prananta,4,2022-09-20 01:33:15,Aplikasi bagus menginformasikan siapa yang nelepon dan sms sehingga meminimalisir ada nya penipuan dan hal yang lainnya semoga ke depan lebih ditingkatkan lagi
Irene Xoxo,5,2022-09-20 01:19:22,Membantu bangetz
AA mint,1,2022-09-19 20:15:18,otp susah babi
Moch Muchlas,5,2022-09-19 14:57:59,Good
Cen Siong,5,2022-09-19 14:08:19,Bagus app dan sangat membantu
Novianti Sembiring76,5,2022-09-19 13:20:50,💎💎💎💎💎💎💎💎💎💎👍👍👍👍👍👍👍👍👍👍
vira elvira,5,2022-09-19 13:16:56,Ok..bagus ..bisa diandalkan
mirza gunawan,5,2022-09-19 12:52:37,Mantaapp
mohammad zainal,5,2022-09-19 11:31:40,wow kereen
arif yanto,5,2022-09-19 10:25:26,Aplikasi yg sangat bagus
Aje Jeng,5,2022-09-19 09:26:07,"Yg nelp ga jls, alhamdulilah tertolong, mksh."
Sujianto Yanto,5,2022-09-19 08:23:32,Aplikasi ini sangat membantu melindungi kita dari spammer. Terimakasih Truecaller
Bunda Vinno Vio,5,2022-09-19 08:15:47,Sangat membantu
FC . PUTRA CANDI OFFICIAL,5,2022-09-19 08:06:36,Good
Samsu Rizal,5,2022-09-19 07:54:56,Sangat membantu sekali
Nurdin Nurjati,5,2022-09-19 07:28:28,Responsif
andre_ Bkazie,5,2022-09-19 05:24:12,Mantul
Faris Jevry (Bang jev),5,2022-09-19 05:05:19,sangat membantu
Agus Setiawan,5,2022-09-19 04:41:15,Maantap
Andri King,5,2022-09-19 03:55:38,Bagus banget
Wayangpapua 23,4,2022-09-19 03:34:25,Bagus
Marsan San,5,2022-09-19 03:23:12,Mantap
Rizky PradanaTM,5,2022-09-19 03:01:10,Sangat² bagus
Faris Jring,5,2022-09-19 02:15:36,sangat bagus
Club YT,5,2022-09-19 01:26:03,👍
Aries top one Aries gaul,4,2022-09-19 01:24:11,Truucaller membantu mengetahui indentitas seseorang
Widhi Tanto,5,2022-09-19 01:01:11,Gua gak mau tau blokir yang kagak ada di hp gua nomernya.
Fawer Home,5,2022-09-19 00:33:22,👍
Purnomo atta,5,2022-09-18 13:31:53,Aplikasi juooss bisa lihat siapa yang telvn
Heny puspita sari,5,2022-09-18 12:43:35,Sangat membantu sekali
Elisabeth Tsn,5,2022-09-18 12:36:48,Sipdahhh
Irfan Yunus,5,2022-09-18 11:01:23,TOUBS
hermanto saja,2,2022-09-18 10:36:40,Kenapa tidak ada telepon masuk daftar no HP tidak bisa
ahmad sugianto,5,2022-09-18 08:17:29,Nicee
Don Adji,5,2022-09-18 07:30:45,Bagus
Pengguna Google,5,2022-09-18 06:25:54,Oke..telpone gak dikenal tolak..
Hufron Rojai,5,2022-09-18 05:46:07,"Luar Biasa, jadi tau mana nomor telpon yg benar dan yang menipu"
Zerlya Vita yenni,5,2022-09-18 05:03:55,Wah hebat....
iwan Mardiana,5,2022-09-18 03:47:43,Good
Edy Amin,5,2022-09-18 02:10:14,Aplikasi yang sangat luar biasa
Joevanka Grandyzt,5,2022-09-18 02:04:41,Sangat ngebantu bgt
Gunung Prau Igirmranak,1,2022-09-17 20:03:26,Asu ga bisa instal
Yophi Alfatra,5,2022-09-17 20:02:58,👍
Djamaluddin Mudha,4,2022-09-17 17:11:47,Bagus terbaik menjelajah dan tepat
AS JOCKER,5,2022-09-17 16:07:19,A1
Alex Tewuh,4,2022-09-17 15:05:46,Ok
Mansyur kadir,1,2022-09-17 15:00:41,Good
renaldo Pratama,5,2022-09-17 13:22:58,Bagus
Desi Hildayati,1,2022-09-17 12:22:45,Susah banget mau verifikasi...sampe nomornya limit..gimana ini booooookkkk.....2 hari gak kelas2 verifikasi doang
suhari,5,2022-09-17 11:19:33,Bagus
Leonel Wijaya,5,2022-09-17 10:26:46,Oke
Jason Khong,5,2022-09-17 09:57:13,Mantap bagus sekali aplikasi ini aman di ganggu truss
Mellisa Shentiani,5,2022-09-17 09:28:41,Keren bgt Truecaller is the best
Mohamad Rozikin,5,2022-09-17 08:33:35,"Joozz,,,,,,,,,"
Edmund M,5,2022-09-17 07:09:14,Its work perfectly....
Primanrujaya Medan,5,2022-09-17 06:52:01,Good
Purwanto Mr.,1,2022-09-17 06:29:50,Masih sering tembus
Dioxide Lawsen XII,4,2022-09-17 05:51:30,Nice
Panji Alfatan,5,2022-09-17 05:45:06,Apk ini sngt recommended bngt tuk mmnghindari dari gangguan tlp no asing
Susanto Anto,5,2022-09-17 05:43:12,Bagus sya ksih bintang 5
Ayah Taqy,2,2022-09-17 05:29:31,Dont
anoy fals,5,2022-09-17 05:25:02,Keren
nan dare,4,2022-09-17 05:23:19,Ok
Reza Hidayat,5,2022-09-17 05:18:53,Bagus
entin martini,5,2022-09-17 04:40:31,Sangat baik dan membantu
putry radjah,5,2022-09-17 04:28:24,Sangat membantu... jd gak was was lagii berkat apk ini
Tarmidi dumai,5,2022-09-17 03:49:22,Mantap
Djati Prastyo,5,2022-09-17 02:41:02,Sangat membantu
Ferudy Rico,5,2022-09-17 02:16:40,Mantap
Hamad Herdiansyah,5,2022-09-17 02:13:38,Mantull
julianto hari wibowo,5,2022-09-17 01:30:36,Mantap
adhari prakarsa,1,2022-09-16 20:17:08,Login. Gak jelas
Sugeng Sulis,1,2022-09-16 20:11:03,Aplikasi Nya Rusak..
Maman Marpulawa,5,2022-09-16 16:29:55,Mantap
Mitshubishi Andreas88,5,2022-09-16 15:43:19,Mantab
Iwan Susanto,5,2022-09-16 14:23:28,Semoga bener
Mr Fath,1,2022-09-16 13:54:02,Setelah lama pakai apl ini dan sudah account premium tiba2 terdeteksi sbg virus trojan horse? Mohon info lebih lanjut
Irpan Maulana,5,2022-09-16 12:25:48,Sangat membantu
Wayan Bayu,5,2022-09-16 11:25:22,Top
BERITA KIDULAN,5,2022-09-16 10:43:42,Siip
Dede Liman,5,2022-09-16 10:35:59,Sangat membantu
Bismilah Alhamdulillah,5,2022-09-16 09:33:00,Sangat membantu apl ini
Wildan Hidayat,5,2022-09-16 09:19:59,Mantap
TOGI SITINDJAK,5,2022-09-16 09:13:25,Seeeppp
Muhamad Yunus,5,2022-09-16 09:09:47,Mantap
Fathira Rzky,1,2022-09-16 08:49:37,Kenapa sekarang masih nyambung tlp2 yg jelas² dari nomor yg udh ada laporan dan spam biasa langsung terblokir tanpa nyambung apalagi berdering
Pahlawan Kebetulan,4,2022-09-16 08:44:03,Kalau id spam bs ketahuan nanti tsmbah lagi bintangnya
Al-HIKMAH_ Channel,5,2022-09-16 07:38:40,Terbaik..👍👍
Ripin apendi Pendi,4,2022-09-16 07:14:32,Bagus
Bintaro,5,2022-09-16 07:10:33,Mantap lah
Ayu Purnama,5,2022-09-16 07:02:36,"Sangat membantu skali ini aplikasi,sy bsa tau tlpon yg masuk dr orang yg gak jlas😊"
Aang Hendra,4,2022-09-16 06:43:00,Oke
Brian Dhoko,5,2022-09-16 06:39:14,"Mantab aku suka aplikasi ini,"
Ghost Hunter,5,2022-09-16 06:20:18,Suka sekali pakai truecaller. Privasi lebih terjaga.
Ramli Ahmad,5,2022-09-16 06:02:17,Good
Inyo Y T,5,2022-09-16 05:58:26,"Ok Banget,Sangat membantu"
RASITO,3,2022-09-16 04:13:15,"Bos,saya salah nulis no spam,yang saya tulis no sendiri,wa jdi ga bisa buka,gmn caranya ini bos,wa saya jadi ke spam"
Lina Marlina,5,2022-09-16 03:12:40,Mdh2n bermanfaat dgn adanya aplikasi ini...baru pk jd blm bisa bnyak komen
Kevin Hardiansyah,5,2022-09-16 02:54:26,Berfungsi dengan baik
Agung Setiawan,5,2022-09-16 02:29:34,Mantappp kerennnn
yudhi iskandar,5,2022-09-16 02:17:55,Ok
Vidhy 93,5,2022-09-16 02:13:36,Goks lah
irma yudhiarti,5,2022-09-16 01:25:00,Bener bener bermanfaat..kita bisa tahu id penelepon
Ifin Mulyadi,4,2022-09-16 01:18:16,Mantap lah pokonya
Hazah Andre,5,2022-09-16 01:13:32,Mantap
Komendan Ginting,1,2022-09-16 00:31:42,Saya baru kena tipu oleh giveaway?
Dedi Hariyanto (Adhit v009),5,2022-09-15 15:32:27,Mantaf bgt lah ❤️❤️❤️❤️❤️❤️❤️ suka bgt apk ini
Erika Mariati,5,2022-09-15 14:30:05,Saya mengabaikan aplikasi ni
Naufal ahmad Yoranda 7C,5,2022-09-15 14:03:33,Sangat bermanfaat
Jafar Abdul,5,2022-09-15 10:47:17,Mntap
Ubay azka,5,2022-09-15 09:16:39,Mantap aplikasi keren
ardinal aveiro,5,2022-09-15 08:59:17,Mksih bnyak
asep sulaeman,5,2022-09-15 08:48:46,Jos
syah rial,5,2022-09-15 08:34:56,Mantap
devie aqila,5,2022-09-15 08:28:56,Sangat membantu
Tia Susanti,3,2022-09-15 08:23:55,"Gak bs mendeteksi nomor siapa yang terdaftar kadang, alias nomor tidak di kenal"
Sobar Bustomi,2,2022-09-15 07:53:06,emg 9k.
taufik musfian,5,2022-09-15 07:43:05,Mqntap
Suprani Ucup,5,2022-09-15 07:29:55,Mantul
Yayu Kustiati,5,2022-09-15 07:29:51,Sangat m3mbantu
Sritia kusayang,5,2022-09-15 07:20:39,Sangat bagus
Astri Anasyha,5,2022-09-15 06:56:54,Bagus
Edy Dj 002,5,2022-09-15 06:24:35,sangat membantu
Yanto Nss,5,2022-09-15 05:50:33,Mantap
joko faya,3,2022-09-15 05:33:54,baik jg dan bagus
Supri Anto,5,2022-09-15 05:01:28,Kenapa tidak bisa lihat lokasi si penelepon Malah yang muncul lakasi saya sendiri
kacung Thea,5,2022-09-15 04:52:44,Sangat bagus dan recomend banget apk nya
Kiki Badu,5,2022-09-15 04:37:53,The best
affan clara cbr,5,2022-09-15 04:12:12,👍
Teruna Dasan,5,2022-09-15 03:10:56,The best app
Dyah Sekar,5,2022-09-15 02:56:55,Sangat berfungsi
Asep Firmansyah,5,2022-09-15 01:31:33,Sangat membantu
Andriansyah Rian,5,2022-09-15 00:58:29,Pling ok jdi ketauan siapa yg tlpon2yg g jelas
Wandhy Djafar,1,2022-09-15 00:53:24,Pemindai virus jahat terdeteksi makannya ku hapus
yas yastana BANDUNG,5,2022-09-15 00:42:20,Ok
Drakula Malam,3,2022-09-15 00:27:06,Good
Riyan Oseng,5,2022-09-15 00:05:31,Sangat bagus
Izal Zanetti,4,2022-09-14 22:14:27,Mantab.
Fahmie Dowank,5,2022-09-14 22:00:48,👍
Shandrina Zalya,5,2022-09-14 19:09:46,Ok
Vivo Namaku,5,2022-09-14 17:37:44,Ok
Hendra Susanto,5,2022-09-14 15:05:12,Good
Sabrun Ishak Taha,4,2022-09-14 14:18:09,Ok
Havid Asral,4,2022-09-14 13:10:32,Perlu dan diperlukan pencari fakta dan identitas penyadap besty
Generation waik betta,5,2022-09-14 13:08:55,Top
muklist kliss,5,2022-09-14 10:41:13,ok
Dendi Kharisma,5,2022-09-14 10:08:44,Good
Bintang Indar Ramadhani,5,2022-09-14 10:02:40,Ok Banget
